runs_id,service_id,block_id,run_number,piece_number,start_trip_id,start_stop_id,end_trip_id,end_stop_id
7900000,c_67220_b_77372_d_31,8701,79,1,t_5280852_b_77372_tn_0,2574444,t_5280848_b_77372_tn_0,2574444
800000,c_18146_b_78479_d_31,107,8,1,t_898186_b_78479_tn_0,2562331,t_898186_b_78479_tn_0,2562331
8000000,c_67220_b_77372_d_31,8902,80,1,t_5280819_b_77372_tn_0,2574444,t_5280825_b_77372_tn_0,2574444
8100000,c_67220_b_77372_d_31,9301,81,1,t_5280755_b_77372_tn_0,806049,t_5280758_b_77372_tn_0,2574444
8200000,c_67220_b_77372_d_31,9303,82,1,t_5280767_b_77372_tn_0,2574444,t_5280783_b_77372_tn_0,806049
8300000,c_67220_b_77372_d_32,8001,83,1,t_5280812_b_77372_tn_0,2574444,t_5420821_b_77372_tn_0,2574444
8400000,c_67220_b_77372_d_32,8101,84,1,t_5280777_b_77372_tn_0,806268,t_5280745_b_77372_tn_0,806270
8500000,c_67220_b_77372_d_32,8902,85,1,t_5280715_b_77372_tn_0,2574444,t_5280722_b_77372_tn_0,2574444
8600000,c_67220_b_77372_d_4,501B,86,1,t_5280776_b_77372_tn_0,806504,t_5280780_b_77372_tn_0,806512
8700000,c_67792_b_78463_d_96,MTN10,87,1,t_5421956_b_78463_tn_0,806420,t_5421998_b_78463_tn_0,806420
8800000,c_67792_b_78463_d_96,MTN5,88,1,t_5421925_b_78463_tn_0,806420,t_5421969_b_78463_tn_0,806420
8900000,c_67792_b_78463_d_96,MTN6,89,1,t_5421933_b_78463_tn_0,806420,t_5421975_b_78463_tn_0,806420
900000,c_18146_b_78479_d_31,108,9,1,t_898181_b_78479_tn_0,805734,t_898181_b_78479_tn_0,2562331
9000000,c_67792_b_78463_d_96,MTN7,90,1,t_5421939_b_78463_tn_0,806420,t_5421980_b_78463_tn_0,806420
9100000,c_67792_b_78463_d_96,MTN8,91,1,t_5421944_b_78463_tn_0,806420,t_5421986_b_78463_tn_0,806420
9200000,c_67792_b_78463_d_96,MTN9,92,1,t_5421955_b_78463_tn_0,806420,t_5421992_b_78463_tn_0,806420
9300000,c_67793_b_78464_d_31,MTN1,93,1,t_5421873_b_78464_tn_0,806420,t_5421905_b_78464_tn_0,806420
9400000,c_67793_b_78464_d_31,MTN2,94,1,t_5421880_b_78464_tn_0,806420,t_5421913_b_78464_tn_0,806420
9500000,c_67793_b_78464_d_31,MTN3,95,1,t_5421888_b_78464_tn_0,806420,t_5421918_b_78464_tn_0,806420
9600000,c_67793_b_78464_d_31,MTN4,96,1,t_5421893_b_78464_tn_0,806420,t_5421924_b_78464_tn_0,806420
9700000,c_69253_b_80213_d_2,502,97,1,t_5567026_b_80213_tn_0,805495,t_5567026_b_80213_tn_0,805948
9800000,c_69253_b_80213_d_27,110,98,1,t_5566286_b_80213_tn_0,2562331,t_5566286_b_80213_tn_0,2530430
9900000,c_69253_b_80213_d_31,1001,99,1,t_5566244_b_80213_tn_0,805974,t_5567245_b_80213_tn_0,805974
